Date,Open,High,Low,Close,Adj Close,Volume
2020-05-29,30.500000,30.850000,29.750000,30.840000,29.608110,26926700
2020-06-01,30.770000,32.150002,30.559999,31.799999,30.529764,22043600
2020-06-02,32.599998,32.900002,32.279999,32.820000,31.509020,15772200
2020-06-03,34.470001,35.000000,33.840000,34.750000,33.361927,29497200
2020-06-04,34.430000,35.570000,33.520000,34.939999,33.544342,23947100
2020-06-05,37.410000,38.169998,35.009998,35.200001,33.793949,35546100
2020-06-08,35.820000,36.810001,35.500000,36.389999,34.936420,22264000
2020-06-09,35.540001,37.080002,35.119999,35.790001,34.360382,28728300
2020-06-10,36.360001,36.410000,34.209999,34.209999,32.843494,27346200
2020-06-12,33.000000,33.880001,32.810001,33.349998,32.017845,28959900
2020-06-15,32.000000,33.320000,31.700001,33.070000,31.749035,33572800
2020-06-16,34.500000,34.669998,33.099998,33.500000,32.161858,23341500
2020-06-17,33.439999,34.770000,33.360001,34.500000,33.121914,18945300
2020-06-18,34.180000,35.130001,33.799999,34.400002,33.025913,18913800
2020-06-19,34.900002,35.119999,33.900002,33.939999,32.584282,20326300
2020-06-22,34.209999,34.419998,33.000000,33.240002,31.912249,15139200
2020-06-23,33.799999,34.040001,33.099998,33.529999,32.190659,16289000
2020-06-24,33.340000,33.599998,31.910000,32.220001,30.932989,24448100
2020-06-25,32.340000,33.049999,32.080002,33.009998,31.691429,19013400
2020-06-26,32.650002,32.880001,31.820000,31.820000,30.548965,14806900
2020-06-29,32.169998,33.439999,31.940001,33.439999,32.104259,18321000
2020-06-30,33.209999,33.220001,32.020000,32.150002,30.865786,25268700
2020-07-01,32.419998,33.270000,32.180000,33.070000,31.749035,17012800
2020-07-02,33.630001,34.240002,33.000000,33.160000,31.835443,19976000
2020-07-03,33.119999,33.500000,32.680000,33.500000,32.161858,8194600
2020-07-06,34.360001,34.990002,34.070000,34.669998,33.285126,19120300
2020-07-07,34.299999,34.360001,33.279999,33.279999,31.950649,23168300
2020-07-08,33.709999,34.200001,33.520000,34.090000,32.728294,17648100
2020-07-09,34.180000,34.320000,33.810001,33.959999,32.603481,11247600
2020-07-10,33.889999,34.340000,33.549999,34.139999,32.776295,14193400
2020-07-13,34.450001,34.790001,33.799999,33.799999,32.449875,14199100
2020-07-14,33.830002,34.410000,33.500000,34.349998,32.977909,14317900
2020-07-15,34.700001,35.070000,34.389999,34.689999,33.304329,14782300
2020-07-16,34.410000,34.560001,34.080002,34.400002,33.025913,10078300
2020-07-17,34.500000,35.459999,34.470001,35.459999,34.043564,17077800
2020-07-20,35.490002,35.680000,34.869999,35.320000,33.909164,15869700
2020-07-21,35.750000,36.200001,35.270000,35.490002,34.072372,19201300
2020-07-22,35.650002,35.689999,34.709999,35.200001,33.793949,13628100
2020-07-23,35.259998,35.259998,34.209999,34.349998,32.977909,14245100
2020-07-24,34.000000,34.619999,33.650002,33.950001,32.593884,17200000
2020-07-27,33.700001,35.070000,33.540001,34.910000,33.515533,23781800
2020-07-28,34.700001,35.779999,34.549999,35.029999,33.630745,17055500
2020-07-29,35.380001,35.950001,35.150002,35.950001,34.513996,13101300
2020-07-30,35.119999,35.540001,34.520000,34.799999,33.409931,23154800
2020-07-31,34.900002,34.970001,33.570000,33.580002,32.238663,20701300
2020-08-03,34.240002,35.040001,33.779999,34.349998,32.977909,24030700
2020-08-04,33.880001,34.599998,33.009998,33.299999,31.969847,20774400
2020-08-05,33.810001,33.970001,32.900002,33.330002,31.998648,14184600
2020-08-06,33.759998,34.430000,33.139999,34.349998,32.977909,18267300
2020-08-07,34.000000,34.939999,33.599998,34.110001,32.747494,18561800
2020-08-10,34.119999,34.599998,33.750000,34.430000,33.054710,9726000
2020-08-11,34.599998,34.889999,33.900002,33.930000,32.574684,14045800
2020-08-12,34.000000,34.419998,33.200001,33.750000,32.401875,18029600
2020-08-13,33.889999,34.400002,33.049999,33.070000,31.749035,15011800
2020-08-14,33.099998,33.500000,32.790001,33.180000,31.854641,10808700
2020-08-17,33.169998,33.349998,31.889999,32.330002,31.038595,21951800
2020-08-18,32.900002,32.970001,32.400002,32.770000,31.461021,14524500
2020-08-19,32.849998,32.970001,32.520000,32.619999,31.317007,10398700
2020-08-20,32.099998,32.730000,31.900000,32.650002,31.345812,22908300
2020-08-21,32.500000,33.080002,32.330002,32.950001,31.633833,11677400
2020-08-24,32.889999,34.000000,32.799999,33.450001,32.550488,19409300
2020-08-25,33.779999,33.950001,33.049999,33.250000,32.355865,11829700
2020-08-26,33.139999,33.439999,32.060001,32.450001,31.577377,16625400
2020-08-27,32.509998,33.439999,32.360001,32.750000,31.869305,15937400
2020-08-28,33.020000,33.509998,32.980000,33.389999,32.492100,11382300
2020-08-31,33.389999,33.389999,32.650002,32.650002,31.771997,13968600
2020-09-01,33.150002,33.590000,32.919998,33.209999,32.316940,12354600
2020-09-02,33.250000,33.369999,32.740002,33.250000,32.355865,9844600
2020-09-03,33.189999,34.790001,33.110001,33.770000,32.861885,29833900
2020-09-04,34.099998,34.369999,33.330002,33.950001,33.037037,20865000
2020-09-08,33.540001,33.689999,33.070000,33.259998,32.365593,13460400
2020-09-09,33.580002,33.720001,32.959999,33.220001,32.326675,12591200
2020-09-10,33.139999,33.490002,32.439999,32.529999,31.655226,13387400
2020-09-11,32.580002,32.689999,31.719999,32.000000,31.139479,14710600
2020-09-14,32.220001,32.590000,31.700001,32.360001,31.591345,11011900
2020-09-15,32.599998,32.599998,31.870001,31.990000,31.230133,11585100
2020-09-16,32.090000,32.619999,32.009998,32.090000,31.327761,13814800
2020-09-17,31.809999,32.290001,31.700001,32.150002,31.386333,10209500
2020-09-18,31.950001,32.020000,31.150000,31.340000,30.595573,15967500
2020-09-21,30.709999,31.129999,30.410000,30.879999,30.146502,13418000
2020-09-22,30.850000,31.680000,30.680000,30.820000,30.087925,10734300
2020-09-23,30.850000,30.940001,30.070000,30.180000,29.463127,12768300
2020-09-24,30.180000,30.900000,29.910000,30.420000,29.697428,15943300
2020-09-25,30.240000,30.480000,29.969999,30.299999,29.580276,9350100
2020-09-28,30.700001,31.770000,30.120001,30.510000,29.785290,30583200
2020-09-29,30.459999,30.680000,29.750000,29.760000,29.053102,18462900
2020-09-30,29.990000,30.110001,29.469999,29.620001,28.916430,14197000
2020-10-01,29.820000,29.900000,29.160000,29.790001,29.082392,12008700
2020-10-02,29.410000,30.740000,29.309999,29.709999,29.004290,16976600
2020-10-05,29.900000,30.379999,29.340000,30.230000,29.511938,12546800
2020-10-06,30.510000,30.799999,29.879999,30.030001,29.316690,10742500
2020-10-07,30.200001,30.440001,29.730000,29.809999,29.101915,12409900
2020-10-08,29.910000,31.490000,29.650000,31.250000,30.507710,18198100
2020-10-09,31.110001,31.670000,30.629999,31.040001,30.302700,13876600
2020-10-13,31.080000,31.430000,30.680000,31.049999,30.312462,10799300
2020-10-14,31.110001,31.530001,30.850000,30.850000,30.117214,10373800
2020-10-15,30.450001,31.440001,30.219999,31.059999,30.322224,12754200
2020-10-16,30.910000,31.020000,30.250000,30.270000,29.550989,12579700
2020-10-19,30.420000,31.170000,30.309999,30.600000,29.873150,15590100
2020-10-20,30.920000,32.040001,30.920000,32.009998,31.249657,21592700
2020-10-21,31.940001,32.470001,31.799999,32.250000,31.483959,16204800
2020-10-22,32.110001,33.680000,32.049999,33.650002,32.850704,30028100
2020-10-23,33.669998,34.290001,33.330002,33.529999,32.733551,19088500
2020-10-26,33.340000,33.830002,32.860001,33.500000,32.704266,14370500
2020-10-27,33.790001,34.099998,32.540001,32.779999,32.001369,15328900
2020-10-28,31.950001,32.040001,31.100000,31.139999,30.400324,15388500
2020-10-29,31.120001,31.299999,30.040001,30.959999,30.224598,19448700
2020-10-30,30.690001,30.870001,29.610001,29.799999,29.092154,21981900
2020-11-03,30.420000,30.760000,29.900000,30.100000,29.385029,17154400
2020-11-04,30.410000,30.850000,30.070000,30.320000,29.599800,13726100
2020-11-05,30.650000,31.129999,30.440001,30.690001,29.961012,18692500
2020-11-06,30.500000,30.660000,30.180000,30.490000,29.765764,12861600
2020-11-09,32.130001,32.959999,32.000000,32.700001,31.923267,33781000
2020-11-10,32.770000,34.820000,32.730000,34.369999,33.553600,42044300
2020-11-11,34.330002,34.770000,33.360001,34.160000,33.348587,27125800
2020-11-12,33.990002,34.130001,32.380001,32.730000,31.952553,24995400
2020-11-13,32.990002,33.169998,32.400002,33.049999,32.264954,17339500
2020-11-16,33.560001,34.250000,33.450001,33.900002,33.094765,23210900
2020-11-17,33.619999,34.410000,33.400002,34.200001,33.580578,18689500
2020-11-18,34.070000,34.650002,33.779999,34.279999,33.659126,20020100
2020-11-19,34.200001,35.099998,33.990002,34.619999,33.992970,21003100
2020-11-23,34.560001,35.070000,34.310001,34.520000,33.894783,17514500
2020-11-24,34.740002,36.060001,34.740002,35.439999,34.798119,22541800
2020-11-25,35.400002,35.630001,34.650002,35.340000,34.699932,13708100
2020-11-26,35.070000,35.189999,34.410000,34.779999,34.150070,9168500
2020-11-27,34.889999,35.310001,34.500000,34.610001,33.983150,9632200
2020-11-30,34.500000,34.580002,33.750000,33.860001,33.246735,19409500
2020-12-01,34.529999,35.369999,34.340000,34.790001,34.159893,19383800
2020-12-02,34.790001,35.330002,34.549999,34.939999,34.307175,12292600
2020-12-03,34.990002,35.880001,34.880001,35.240002,34.601746,21574900
2020-12-04,35.599998,35.980000,35.220001,35.980000,35.328339,14127700
2020-12-07,35.810001,37.270000,35.610001,36.150002,35.495258,23995800
2020-12-08,36.520000,37.580002,36.060001,36.459999,35.799641,18974300
2020-12-09,36.619999,36.900002,35.939999,35.959999,35.308701,12855300
2020-12-10,36.250000,38.000000,36.230000,37.830002,37.144833,26352300
2020-12-11,37.400002,38.730000,37.169998,38.490002,37.792881,24970200
2020-12-14,38.590000,39.330002,38.400002,38.500000,37.917942,24822600
2020-12-15,38.500000,39.500000,38.500000,38.990002,38.400536,15248300
2020-12-16,39.220001,39.790001,38.240002,39.349998,38.755093,26509000
2020-12-17,39.369999,39.770000,38.910000,39.389999,38.794487,11508700
2020-12-18,39.290001,39.630001,38.900002,39.099998,38.508869,12473800
2020-12-21,38.110001,38.480000,37.669998,37.790001,37.218678,18718600
2020-12-22,38.139999,38.860001,38.000000,38.290001,37.711121,10770400
2020-12-23,38.570000,39.180000,38.270000,38.919998,38.331593,9176300
2020-12-28,39.320000,39.549999,39.200001,39.349998,38.755093,7577200
2020-12-29,39.500000,39.599998,38.950001,39.119999,38.528568,7301400
2020-12-30,39.279999,39.349998,38.660000,38.799999,38.213406,8594000
2021-01-04,39.230000,39.290001,37.500000,37.590000,37.021702,13874600
2021-01-05,37.450001,37.450001,36.700001,37.200001,36.637596,15954000
2021-01-06,37.529999,38.730000,37.380001,38.049999,37.474747,20566700
2021-01-07,38.119999,39.700001,37.919998,39.560001,38.961918,21878700
2021-01-08,39.849998,40.560001,39.290001,39.790001,39.188442,16240300
2021-01-11,39.549999,39.900002,38.799999,39.139999,38.548267,16880700
2021-01-12,39.660000,39.790001,38.889999,39.500000,38.902824,15519000
2021-01-13,39.500000,39.700001,37.240002,37.549999,36.982304,34866200
2021-01-14,37.759998,38.150002,36.840000,37.459999,36.893665,39535200
2021-01-15,37.200001,37.450001,36.299999,36.299999,35.751202,29147400
2021-01-18,36.660000,37.029999,35.810001,35.930000,35.386799,23849800
2021-01-19,36.299999,36.330002,35.040001,35.320000,34.786018,19512600
2021-01-20,35.490002,35.580002,34.509998,34.529999,34.007961,22693600
2021-01-21,34.549999,34.810001,33.730000,34.180000,33.663254,23303500
2021-01-22,33.619999,33.820000,33.240002,33.689999,33.180660,20405700
2021-01-26,33.959999,34.240002,32.610001,32.790001,32.294270,26922300
2021-01-27,32.730000,34.029999,32.520000,33.750000,33.239754,25080200
2021-01-28,33.570000,34.950001,33.480000,34.540001,34.017815,20932100
2021-01-29,34.099998,34.669998,33.650002,33.860001,33.348091,17492800
2021-02-01,34.320000,34.500000,33.830002,34.290001,33.771591,16762600
2021-02-02,34.759998,35.099998,33.840000,34.060001,33.545071,19800900
2021-02-03,34.299999,34.740002,34.180000,34.330002,33.810989,10473000
2021-02-04,34.599998,34.720001,34.020000,34.189999,33.673103,10074200
2021-02-05,34.279999,34.480000,33.799999,33.959999,33.446579,12743600
2021-02-08,33.939999,34.250000,33.599998,33.869999,33.357941,11651600
2021-02-09,33.770000,34.500000,33.650002,34.279999,33.761742,15307000
2021-02-10,34.279999,34.480000,33.750000,33.810001,33.298851,14228800
2021-02-11,34.000000,34.360001,33.759998,33.939999,33.426880,9944000
2021-02-12,33.759998,34.139999,33.200001,33.750000,33.239754,17673000
2021-02-17,null,null,null,null,null,null
2021-02-18,33.360001,33.630001,33.029999,33.259998,32.757160,17165700
2021-02-19,33.119999,33.410000,32.529999,32.630001,32.136688,27407500
2021-02-22,29.500000,29.860001,28.559999,28.830000,28.394138,102036100
2021-02-23,29.600000,30.780001,29.520000,30.430000,30.430000,47768000
2021-02-24,30.750000,30.879999,29.770000,30.309999,30.309999,20598000
2021-02-25,30.440001,31.080000,29.320000,29.459999,29.459999,27312700
2021-02-26,29.610001,29.840000,27.910000,28.049999,28.049999,46859800
2021-03-01,28.650000,28.790001,27.719999,27.860001,27.860001,27784400
2021-03-02,27.450001,29.389999,27.020000,28.930000,28.930000,36337300
2021-03-03,28.799999,29.680000,28.010000,28.990000,28.990000,26952400
2021-03-04,29.209999,30.469999,29.100000,30.040001,30.040001,23946500
2021-03-05,30.150000,31.040001,30.049999,30.600000,30.600000,23139000
2021-03-08,29.990000,30.770000,29.070000,29.200001,29.200001,24768200
2021-03-09,29.469999,29.950001,28.850000,29.379999,29.379999,15899700
